1466
-840	69	-182	-1.093016505241394	0.01216549426317215
143	5	-1
153	4	-1
163	4	-1
0	0	0
173	7	-1
179	16	-2
0	0	0
185	24	-3
191	32	-3
197	41	-4
201	50	-4
0	0	0
205	60	-5
207	70	-5
207	80	-6
0	0	0
205	91	-7
202	100	-7
198	110	-8
0	0	0
194	119	-9
189	129	-10
185	138	-11
182	148	-12
0	0	0
178	158	-13
175	167	-14
172	177	-15
0	0	0
170	188	-16
168	198	-17
166	208	-19
0	0	0
165	218	-20
164	229	-21
163	239	-22
163	249	-23
0	0	0
162	259	-24
161	270	-25
161	280	-25
0	0	0
160	290	-25
160	301	-26
159	311	-27
0	0	0
158	321	-28
157	331	-29
155	342	-29
154	352	-30
0	0	0
153	362	-31
151	372	-32
149	383	-33
0	0	0
147	393	-34
145	403	-35
143	413	-35
0	0	0
140	423	-36
138	433	-37
135	443	-38
132	453	-38
0	0	0
129	463	-39
126	473	-40
123	483	-41
0	0	0
120	492	-42
117	502	-43
113	512	-44
0	0	0
110	522	-45
106	531	-46
102	541	-47
98	551	-47
0	0	0
94	560	-48
90	569	-49
85	579	-49
0	0	0
80	588	-50
75	597	-51
70	606	-52
0	0	0
64	614	-53
58	623	-53
48	627	-54
0	0	0
39	631	-54
28	630	-55
18	629	-55
0	0	0
9	623	-55
2	616	-55
-5	608	-54
0	0	0
-11	600	-54
-16	591	-53
-21	582	-53
0	0	0
-24	572	-52
-27	562	-51
-29	552	-50
-32	542	-49
0	0	0
-34	532	-49
-37	522	-49
-40	512	-49
0	0	0
-43	503	-48
-47	493	-48
-52	484	-48
0	0	0
-57	475	-47
-62	466	-47
-67	457	-47
-74	449	-46
0	0	0
-80	440	-46
-87	433	-46
-94	425	-45
0	0	0
-102	418	-45
-110	412	-45
-118	406	-45
0	0	0
-127	400	-44
-136	395	-44
-145	391	-44
-155	387	-44
0	0	0
-165	383	-44
-175	381	-45
-185	379	-45
0	0	0
-195	378	-45
-206	378	-46
-216	377	-46
0	0	0
-226	378	-47
-237	378	-48
-247	380	-49
-257	382	-49
0	0	0
-267	384	-50
-277	386	-51
-287	389	-51
0	0	0
-297	392	-52
-307	395	-52
-317	398	-53
0	0	0
-327	402	-54
-336	406	-55
-346	410	-56
-355	414	-57
0	0	0
-364	419	-58
-373	424	-59
-383	428	-59
0	0	0
-392	433	-60
-401	438	-61
-410	443	-61
0	0	0
-419	448	-62
-428	453	-62
-437	457	-64
-447	462	-65
0	0	0
-456	466	-66
-465	471	-66
-475	475	-67
0	0	0
-485	478	-67
-495	481	-68
-505	484	-68
0	0	0
-515	486	-69
-525	487	-69
-535	487	-69
-546	486	-69
0	0	0
-556	485	-70
-566	481	-69
-575	477	-69
0	0	0
-584	471	-69
-591	464	-68
-598	456	-68
0	0	0
-604	448	-67
-608	438	-66
-611	428	-66
0	0	0
-612	418	-66
-614	408	-66
-615	397	-66
-617	387	-65
0	0	0
-618	377	-65
-621	367	-65
-624	357	-65
-627	347	-65
0	0	0
-632	338	-65
-637	329	-65
-643	321	-65
0	0	0
-650	313	-65
-657	306	-66
-666	300	-66
0	0	0
-675	296	-66
-685	291	-66
-694	289	-66
0	0	0
-704	291	-67
-715	293	-67
-725	294	-68
0	0	0
-735	294	-70
-746	294	-70
-754	300	-71
0	0	0
-763	305	-72
-773	309	-73
0	0	0
-783	312	-74
-793	314	-74
-803	316	-75
-814	317	-76
-824	318	-76
0	0	0
-834	317	-77
-845	317	-77
-854	312	-78
0	0	0
-860	303	-78
-865	294	-78
0	0	0
-866	284	-79
-867	274	-79
-866	263	-80
0	0	0
-865	253	-80
-862	243	-80
0	0	0
-857	234	-80
-852	225	-80
-847	216	-80
0	0	0
-840	208	-80
-834	200	-80
-827	192	-80
-820	184	-80
-813	176	-80
0	0	0
-807	169	-80
-800	161	-80
-794	153	-80
-787	144	-80
0	0	0
-781	136	-80
-774	128	-80
-768	120	-80
-762	112	-79
0	0	0
-755	104	-78
-749	96	-78
-742	88	-77
-735	80	-76
0	0	0
-728	73	-76
-721	65	-75
-714	58	-75
-706	50	-74
0	0	0
-699	43	-74
-691	36	-72
-683	29	-71
-675	23	-70
-667	16	-70
0	0	0
-659	10	-69
-651	4	-69
-642	-1	-68
-634	-7	-68
0	0	0
-625	-13	-67
-617	-19	-66
-608	-25	-65
-600	-30	-64
0	0	0
-591	-36	-64
-582	-42	-64
-574	-48	-63
-565	-53	-64
0	0	0
-557	-59	-63
-548	-65	-63
-540	-71	-63
-531	-77	-63
0	0	0
-523	-83	-63
-515	-89	-63
-506	-95	-63
-498	-101	-63
0	0	0
-489	-107	-63
-480	-112	-63
-471	-117	-62
-462	-123	-62
-453	-127	-62
0	0	0
-444	-132	-62
-434	-136	-61
-424	-139	-62
0	0	0
-414	-140	-62
-404	-139	-62
-394	-137	-62
0	0	0
-384	-134	-63
-376	-127	-63
-368	-120	-63
0	0	0
-364	-111	-64
-360	-101	-66
0	0	0
-358	-91	-67
-356	-81	-67
-356	-71	-69
0	0	0
-356	-60	-70
-359	-50	-70
0	0	0
-366	-43	-71
-374	-36	-72
-382	-30	-74
-390	-24	-74
0	0	0
