-266.3536071777344	196.88438415527344	-10.36916732788086	-2.6662614345550537	0.14105869829654694
32
0	-84
239	-72
277	0
155	499
86	650
-13	700
-106	646
-178	467
-252	400
-553	494
-666	484
-765	275
-929	308
-1015	222
-946	56
-838	-91
-586	-264
-495	-301
-389	-268
-341	-178
-380	-50
-527	-17
-549	62
-493	104
-384	103
-321	41
-281	-212
-242	-257
230	-204
110	286
34	485
-50	553
30
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-999	202
-997	185
-994	167
-989	150
-982	133
-975	117
-968	102
-960	89
-952	77
-946	65
-940	54
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-934	44
-928	35
-923	27
-918	19
-913	10
-908	2
-903	-4
-897	-12
-892	-20
-885	-28
-879	-36
-873	-44
-866	-52
-859	-60
-852	-69
-844	-78
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-635	-229
-626	-236
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-635	-229
-626	-236
-620	-240
-612	-247
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-635	-229
-626	-236
-620	-240
-612	-247
-604	-254
-594	-258
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-635	-229
-626	-236
-620	-240
-612	-247
-604	-254
-594	-258
-584	-265
-571	-272
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-635	-229
-626	-236
-620	-240
-612	-247
-604	-254
-594	-258
-584	-265
-571	-272
-559	-277
-546	-282
-532	-286
-835	-86
-827	-93
-817	-102
-808	-111
-798	-119
-788	-127
-779	-135
-768	-142
-758	-149
-748	-157
-739	-163
-729	-169
-721	-175
-711	-181
-702	-186
-692	-192
-683	-199
-672	-204
-663	-210
-654	-215
-645	-220
-637	-226
-635	-229
-626	-236
-620	-240
-612	-247
-604	-254
-594	-258
-584	-265
-571	-272
-559	-277
-546	-282
-532	-286
-517	-290
-502	-293
-594	-258
-584	-265
-571	-272
-559	-277
-546	-282
-532	-286
-517	-290
-502	-293
-470	-291
-594	-258
-584	-265
-571	-272
-559	-277
-546	-282
-532	-286
-517	-290
-502	-293
-470	-291
-457	-290
-434	-285
-470	-291
-457	-290
-434	-285
-407	-272
-394	-263
-470	-291
-457	-290
-434	-285
-407	-272
-394	-263
-379	-248
-470	-291
-457	-290
-434	-285
-407	-272
-394	-263
-379	-248
-365	-226
-470	-291
-457	-290
-434	-285
-407	-272
-394	-263
-379	-248
-365	-226
-358	-212
-354	-200
-379	-248
-365	-226
-358	-212
-354	-200
-350	-179
-379	-248
-365	-226
-358	-212
-354	-200
-350	-179
-350	-161
-353	-135
-379	-248
-365	-226
-358	-212
-354	-200
-350	-179
-350	-161
-353	-135
-358	-118
-350	-161
-353	-135
-358	-118
-365	-98
-373	-79
-350	-161
-353	-135
-358	-118
-365	-98
-373	-79
-383	-64
-350	-161
-353	-135
-358	-118
-365	-98
-373	-79
-383	-64
-390	-54
-404	-43
-350	-161
-353	-135
-358	-118
-365	-98
-373	-79
-383	-64
-390	-54
-404	-43
-420	-35
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-526	-17
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-526	-17
-529	-10
-529	-8
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-526	-17
-529	-10
-529	-8
-531	-6
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-526	-17
-529	-10
-529	-8
-531	-6
-532	-3
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-526	-17
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-390	-54
-404	-43
-420	-35
-439	-30
-458	-28
-477	-27
-493	-25
-506	-24
-515	-22
-521	-19
-526	-17
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-540	64
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
