816
108	53	-4	0.03931611031293869	-0.040704865008592606
15	0	0
25	-1	0
35	-1	-1
46	-2	-2
0	0	0
56	-3	-2
66	-4	-3
76	-5	-3
0	0	0
87	-6	-3
97	-6	-4
107	-7	-5
0	0	0
118	-7	-5
128	-6	-6
138	-6	-7
149	-5	-8
0	0	0
159	-4	-9
169	-3	-10
180	-2	-10
0	0	0
190	0	-10
200	0	-10
210	1	-11
0	0	0
221	3	-11
231	4	-11
241	6	-11
251	7	-12
0	0	0
262	8	-12
272	10	-12
282	11	-12
0	0	0
292	13	-13
302	14	-13
313	16	-13
0	0	0
323	18	-14
333	20	-14
343	22	-14
353	24	-15
0	0	0
363	27	-16
373	30	-16
383	33	-17
0	0	0
393	36	-18
403	40	-19
412	43	-19
0	0	0
422	47	-19
432	51	-19
441	56	-19
0	0	0
448	63	-19
451	73	-19
453	84	-18
0	0	0
450	94	-17
447	103	-16
442	113	-16
0	0	0
437	121	-14
430	129	-13
422	136	-12
0	0	0
414	142	-12
404	146	-11
395	150	-10
0	0	0
385	152	-9
374	154	-8
364	156	-7
354	158	-7
0	0	0
344	161	-6
334	164	-5
324	167	-4
0	0	0
315	171	-3
306	176	-2
297	181	-2
288	187	-1
0	0	0
280	193	0
272	200	0
265	207	1
258	215	1
0	0	0
251	223	2
245	232	3
240	240	4
235	249	4
0	0	0
230	259	5
226	268	6
223	278	7
220	288	8
0	0	0
217	298	8
216	308	9
215	318	10
214	329	10
214	339	11
0	0	0
215	349	12
216	360	12
217	370	13
219	380	13
0	0	0
221	390	14
224	400	14
227	410	14
230	420	15
0	0	0
233	430	15
237	440	16
241	449	16
245	458	16
0	0	0
250	468	17
255	477	17
260	486	17
266	494	17
0	0	0
271	503	18
277	512	18
283	520	18
288	529	19
0	0	0
294	538	19
300	546	19
306	554	19
312	562	20
319	571	20
0	0	0
324	579	21
330	588	21
336	596	22
341	605	22
0	0	0
346	614	23
351	624	23
355	633	24
359	643	24
0	0	0
362	653	25
364	663	25
365	673	25
0	0	0
365	684	25
363	694	26
360	703	26
0	0	0
355	713	26
349	721	26
0	0	0
342	729	27
334	735	27
325	741	27
0	0	0
316	745	27
306	749	28
296	752	27
286	754	28
0	0	0
276	756	28
266	758	29
256	761	29
246	764	29
0	0	0
236	767	30
227	772	30
219	778	31
0	0	0
211	785	31
203	792	31
